1,"(85, 86)",🥲
10,"(61, 62)",🥲
100,"(12, 13)",🥲
1000,"(18, 19)",🥲
10000,"(106, 107)",😭
10000,"(107, 108)",🥲
10001,"(41, 42)",🥲
10002,"(24, 25)",🥲
10003,"(66, 67)",🥲
10004,"(50, 51)",🥲
10005,"(133, 134)",🥲
10006,"(35, 36)",😭
10006,"(99, 100)",🥲
10007,"(26, 27)",🥲
10008,"(85, 86)",🥲
10009,"(41, 42)",🥲
1001,"(24, 25)",🥲
10010,"(164, 165)",🥲
10011,"(48, 49)",🥲
10012,"(184, 185)",🥲
10013,"(55, 56)",🥲
10014,"(40, 41)",🥲
10015,"(137, 138)",🥲
10016,"(95, 96)",🥲
10017,"(10, 11)",🥲
10018,"(32, 33)",🥲
10019,"(10, 11)",🥲
1002,"(144, 145)",🥲
10020,"(75, 76)",🥲
10021,"(35, 36)",🥲
10022,"(11, 12)",🥲
10023,"(5, 6)",🥲
10024,"(52, 53)",🥲
10025,"(115, 116)",🥲
10026,"(85, 86)",🥲
10027,"(96, 97)",🥲
10028,"(95, 96)",🥲
10029,"(133, 134)",🥲
1003,"(73, 74)",🥲
10030,"(77, 78)",🥲
10031,"(77, 78)",🥲
10032,"(120, 121)",🥲
10033,"(51, 52)",😭
10033,"(52, 53)",🥲
10034,"(17, 18)",🥲
10035,"(186, 187)",🥲
10036,"(179, 180)",🥲
10037,"(51, 52)",🥲
10038,"(32, 33)",🥲
10039,"(111, 112)",🥲
1004,"(70, 71)",🥲
10040,"(61, 62)",🥲
10041,"(25, 26)",🥲
10042,"(91, 92)",🥲
10043,"(26, 27)",🥲
10044,"(59, 60)",🥲
10045,"(0, 1)",🥲
10046,"(45, 46)",🥲
10047,"(65, 67)",😭😭
10048,"(43, 44)",🥲
10049,"(26, 27)",🥲
1005,"(124, 125)",🥲
10050,"(72, 73)",🥲
10051,"(73, 74)",🥲
10052,"(31, 32)",🥲
10053,"(0, 1)",🥲
10054,"(0, 1)",🥲
10054,"(77, 79)",😭😭
10055,"(39, 40)",🥲
10056,"(93, 94)",🥲
10057,"(70, 71)",🥲
10058,"(11, 12)",🥲
10059,"(18, 19)",🥲
1006,"(23, 24)",🥲
10060,"(18, 19)",🥲
10060,"(19, 20)",😭
10061,"(33, 34)",🥲
10062,"(107, 108)",🥲
10063,"(45, 46)",🥲
10064,"(42, 43)",🥲
10065,"(16, 17)",😭
10065,"(75, 76)",🥲
10066,"(62, 63)",🥲
10067,"(43, 44)",🥲
10068,"(109, 110)",🥲
10069,"(53, 54)",🥲
1007,"(147, 148)",🥲
10070,"(96, 97)",🥲
10071,"(119, 120)",🥲
10072,"(40, 41)",🥲
10073,"(59, 60)",🥲
10074,"(110, 111)",🥲
10075,"(39, 40)",🥲
10076,"(60, 61)",🥲
10077,"(100, 101)",🥲
10078,"(47, 48)",🥲
10079,"(81, 82)",🥲
1008,"(53, 54)",🥲
10080,"(40, 41)",🥲
10081,"(57, 58)",🥲
10082,"(52, 53)",🥲
10083,"(23, 24)",🥲
10084,"(46, 47)",🥲
10085,"(22, 23)",🥲
10086,"(20, 21)",🥲
10087,"(21, 22)",🥲
10088,"(48, 49)",🥲
10089,"(5, 6)",🥲
1009,"(113, 114)",🥲
10090,"(66, 67)",🥲
10091,"(72, 73)",🥲
10092,"(95, 96)",🥲
10093,"(109, 110)",🥲
10094,"(26, 27)",🥲
10095,"(105, 106)",🥲
10096,"(152, 153)",🥲
10097,"(22, 23)",🥲
10098,"(10, 11)",🥲
10099,"(47, 48)",🥲
101,"(190, 191)",🥲
1010,"(59, 60)",🥲
